APPLICATIONFEE,APPROVALREQUIRED,AREA,BATHSFULL,BATHSHALF,BEDS,CITY,CLOSEDDATE,COMPACTOR,COMPBONUS,CONNECTIONS,COOLSYSTEM,COOPSALE,COUNTERTOPS,COUNTRY,COUNTY,DAYSONMARKET,DAYSONMARKETCUMULATIVE,DAYSTOCLOSING,DEPOSITPET,DEPOSITSECURITY,GARAGECAP,GPEXT_GEOCODEDATE,GPEXT_LATITUDE,GPEXT_LONGITUDE,LEASEPRICE,LEGALSUBDIVISION,LISTDATE,LISTPRICE,LOTSIZE,LOTSIZESRC,PETS,PHOTOCOUNT,PHOTODATE,REALREMARKS,RECFACILITYFEE,REMARKS,REMOVALOPTDATE,RENTALTERMS,RENTALTYPE,SQFTBLDG,SQFTSOURCE,STORIES,STREETDIR,STREETNAME,STREETNUM,STREETNUMDISPLAY,SUBDIVISION,YEARBUILT,ZIP4,ZIPCODE
80,Y,30,2,0,3,Rosenberg,9/26/15 0:00,NULL,NULL,NULL,CNELE,N,NULL,183,FORTBEND,11,11,21,Y,NULL,2,8/25/15 16:46,29.5105896,-95.80271912,1495,THE TRAILS AT SEABOURNE PARK,8/25/15 0:00,1495,7111,APPDS,CSBAS,10,8/31/15 0:00,"text me for question 832-535-1128. Please submit: Copy of Photo ID, 2 recent paystubs. Lease App. (TAR-2003), App Fee = $40 per person over 18 or $80 per married couple, everyone over 18 occupying the property must complete an app., FIRST MONTHS RENT AND SEC. DEP. DUE IN CERTIFIED FUNDS.  Refrigerator included.",NULL,"Wonderful brand new home, open floor plan, 3 bedroom, 2 bathroom, 1366 sq. ft., one story home. Kitchen appliances included. Home features include beautiful wood cabinets, island kitchen, brushed nickel hardware, large master closet, covered porch and utility room inside. The Trails at Seabourne Parke is in walking distance to the elementary school and offers homeowners excellent community amenities.",NULL,LONGT,NULL,1366,BUILD,NULL,NULL,Oakbriar Ln,5003,5003,The Trails At Seabourne Park,2015,4703,77469
50,Y,30,2,0,3,Katy,9/26/15 0:00,NULL,NULL,NULL,CNELE,N,Granite,183,FORTBEND,19,99,9,Y,1900,2,8/29/15 7:59,29.72498894,-95.83670044,1900,PINE MILL RANCH,8/29/15 0:00,1930,7125,APPDS,CSBAS,13,8/29/15 8:24,"DL, Good Credit, 2 x Paystub",NULL,"Pristine conditioned one story, Quiet Cul-de-Sac, 3 (+ one extra) bedrooms, the extra room for study. Walking distance to school. Granite counter top. Master bath including Garden tib with Separatoe walk-in shower.Garage door opener. Sprinkler system. ",9/20/15 0:00,1YEAR,FREES,2241,APDIS,NULL,NULL,Misty Waters Ln,4007,4007,Pine Mill Ranch Sec 15,2013,2692,77494
40,Y,30,3,0,4,FULSHEAR,9/25/15 0:00,NULL,NULL,"ELDRY,WASHR",CNELE,N,GRANITE,183,FORTBEND,155,155,2,Y,2500,3,4/21/15 18:04,NULL,NULL,2300,OTHER - 77441,4/21/15 0:00,2400,NULL,NULL,CSBAS,29,4/25/15 8:58,"$40 PER APPLICATION. EVERY ADULT OVER 18 MUST SUBMIT A LEASE APPLICATION WITH A COPY OF DRIVER'S LICENSE, SOCIAL SECURITY, AND LAST 2 MONTHS OF PAYCHECK STUBS. INCOME MUST BE 3 TIMES THE RENT.",NULL,"BEAUTIFUL 4 BED+STUDY+GAMEROOM/3 BATH 1.5 STORY HOME WITH NO REAR NEIGHBORS. UPGRADED KITCHEN COMES WITH 42'' CABINETS WITH CROWN MOLDING, STAINLESS STEEL APPLIANCES, GRANITE COUNTER-TOPS, GAS RANGE, AND ISLAND. FAMILY ROOM HAS A COZY FIREPLACE. MASTER BATH HAS SEPARATE HIS/HER CLOSETS, DOUBLE SINK VANITY, SEPARATE TUB/SHOWER. 3 BEDROOMS, STUDY, 2 FULL BATH DOWNSTAIRS, AND GAMEROOM, 1 BEDROOM WITH 1 FULL BATH UPSTAIRS. BACKYARD HAS A COVERED PATIO.",NULL,1YEAR,FREES,2450,BUILD,1.5,NULL,ADDISON RANCH,3907,3907,CHURCHILL FARMS,2015,NULL,77441
55,Y,30,2,1,3,Sugar Land,9/25/15 0:00,NULL,NULL,ELDRY,CNELE,N,NULL,183,FORTBEND,46,46,10,Y,2150,2,7/31/15 14:55,29.55905342,-95.66331482,2050,GREATWOOD TERRACE,7/31/15 0:00,2099,8433,APPDS,CSBAS,15,9/8/15 23:01,Prestigious neighborhood says it all.  This home will be ready by mid-August.  Home is in excellent condition.,OWNER,"Home is under renovation.  Located in the prestigious Greatwood community.  New stainless steel fridge & new washer+dryer.  You or your family will love this home which is on a cul-de-sac.  New A/C unit, new carpet upstairs, ideal sized game room off the staircase.  The house has a sizable backyard which is perfect for outings for you and your friends.  The amenities, tennis courts & swimming pool, are walking distance from the home.  Home is minutes away from TownCenterMall.",9/26/15 0:00,1YEAR,FREES,2280,APDIS,2,NULL,River Trl,1702,1702,Greatwood Terrace Sec 2,1997,6339,77479
50,Y,30,3,1,5,Sugar Land,9/25/15 0:00,NULL,NULL,"ELDRY,GASDR,WASHR",CNELE,N,GRANITE,183,FORTBEND,84,84,24,NULL,3999,2,6/8/15 21:50,29.55957985,-95.6704483,3100,GREATWOOD ARBOR,6/9/15 0:00,3100,9570,APPDS,NOALL,18,7/25/15 16:17,"STUNNING HOME ON CUL DE SAC.BRAND NEW ROOF,NEW CARPET,AC 2013.EXTERIOR AND INTERIOR PAINT.EXCELLENT LOCATION.APPLICATION REQUIRED FOR ALL OCCUPANTS 18 OR OLDER.$50 PER APPLICANT.",NULL,STUNNING HOME ON GOLF COURSE.AMAZING VIEW FROM THE BALCONY.NEW ROOF.NEW CARPET.A/C DOWN 2013.RECENT REMODEL KITCHEN WITH STAINLESS STEEL APPLIANCES.PAINT INTERIOR AND EXTERIOR.EXERCISE EQUIPMENT UPSTAIRS.HARD WOOD FLOORS IN FAMILY AND FORMALS.VERY NICE AND QUITE NEIGHBOURHOOD.CLOSE TO ALL AMENITIES.HURRY DONT MISS!!!,NULL,LONGT,FREES,4464,APDIS,2,NULL,Stone Arbor Dr,7702,7702,Greatwood Arbor Sec 2,1997,6382,77479
45,Y,30,2,0,3,ROSENBERG,9/24/15 0:00,N,NULL,"ELDRY,GASDR,WASHR",CNELE,N,NULL,183,FORTBEND,30,30,9,Y,1800,2,8/16/15 9:54,29.53026772,-95.72897339,1800,BONBROOK PLANTATION,8/16/15 0:00,1800,0,APPDS,CSBAS,21,8/16/15 10:18,"$45 cash for a single person, $75 for married with the same last name.  No smokers.",OWNER,"Like new David Weekley.  recent paint, carpet and wood laminate flooring. Great rental has open floorplan, lots of light.  Tile, Wood laminate and carpet. Covered Patio. This home has a study and flex room/game room ",NULL,1YEAR,FREES,2113,APDIS,1,NULL,PICKETT HILL LN,727,727,BONBROOK PLANTATION SOUTH,2006,4884,77469
0,Y,30,2,0,3,SUGAR LAND,9/24/15 0:00,N,NULL,"ELDRY,GASDR,WASHR",CNELE,Y,NULL,183,FORTBEND,22,22,1,Y,1750,2,9/1/15 14:06,29.54844856,-95.6852951,1695,GREATWOOD GLEN,9/1/15 0:00,1695,0,APPDS,CSBAS,11,9/1/15 14:06,"CREDIT SCORE need to over 650 / NO SMOKER/ NO APPLICATION FEE BUT TENANT PROVIDE RECETLY CREDIT REPORT/$75 FOR REPAIR DEDUCTION/ PET CASE BY CASE 1 MO. SECURITY DEPOSIT PLUS 1ST MO. RENT  No short term lease, please",NULL,"CREDIT SCORE need to over 650 / NO SMOKER/ PET CASE BY CASE/1 MO. SECURITY DEPOSIT PLUS 1ST MO. RENT No short term lease, please",NULL,1YEAR,FREES,2070,APDIS,1,NULL,GLENWOOD DR,7111,7111,GREATWOOD GLEN SEC 3,1993,6270,77479
55,Y,30,2,0,3,Needville,9/23/15 0:00,N,NULL,"ELDRY,GASDR,WASHR",CNELE,N,NULL,183,FORTBEND,5,5,4,Y,1200,2,9/14/15 10:58,29.40339088,-95.83763885,1200,KOTHE SUBDIVISION,9/14/15 0:00,1200,10058,APPDS,CSBAS,19,9/18/15 12:59,"Please bring good tenants - Good credit, NO FELONIES, NO EVICTIONS, and at least 3 times the monthly rent in income ($3,600/month). Please refer to the attachments for instructions. Will include washer and dryer for $1275/month. Pictures will be up by the end of the week.",NULL,"PERFECT rental in the much desired area of Needville! 3 bed/2 bath four-sided brick home on a large lot. New tile and vinyl plank has been installed in all bedrooms, bathrooms, and in the kitchen. Fresh paint throughout! Zoned to NEEDVILLE ISD! No washer/dryer, but can be included for $75/month extra. A must see! ",NULL,LONGT,FREES,1162,APDIS,1,NULL,Charity St,8715,8715,Kothe Sub Sec 1,2003,8172,77461
55,Y,30,1,3,4,Sugar Land,9/22/15 0:00,N,NULL,"ELDRY,WASHR","CNGAS,ZONED",N,FORMICA,183,FORTBEND,51,51,1,Y,1850,2,8/1/15 15:56,29.54443359,-95.67964172,1795,GREATWOOD CROSSING,8/1/15 0:00,1795,7527,APPDS,CSBAS,28,9/17/15 17:12,$55 app fee per adult 18 or older paid online. Apply online https://greenrealestategroup.appfolio.com/listings/rental_applications/new?listable_uid=46b54f42-bca5-4e32-bb53-0f68bce29b18&source=Website   Please email listing agent with names of clients applying and to which property. First month's rent and security deposit made payable to Green Residential. SEE AGENT DOCUMENTS. Copy drivers license and 3 pay stubs required to be uploaded with application.,NULL,"IN MUCH SOUGHT AFTER GREATWOOD CROSSING! TILE IN KITCHEN, BREAKFAST AREA AND MASTER BATH, FRIEZE CARPET, 2 INCH BLINDS, SPACIOUS MASTER DOWN WITH SITTING AREA AND TWO SIDED FIREPLACE, BUILT-INS IN FAMILY ROOM, WINDOW SEAT IN BREAKFAST ROOM, ISLAND KITCHEN WITH BUTLER S PANTRY, COVERED BACK PORCH WITH EXTENDED DECK, HIS AND HERS CLOSETS, HARD TO FIND 3.5 BATHROOMS, HUGE STORAGE CLOSETS IN BEDROOM 4, LARGE GAME ROOM UP, RECENT ELECTRIC COOK TOP! NO PETS! NON-SMOKER!",NULL,1YEAR,FREES,2489,APDIS,2,NULL,Orchard Hills Ln,7534,7534,Greatwood Crossing Sec 1-A,1994,6126,77479
35,Y,30,2,0,3,Sugar Land,9/22/15 0:00,N,NULL,"ELDRY,GASDR,WASHR",CNELE,Y,Formica,183,FORTBEND,39,39,1,Y,1595,2,8/13/15 9:05,29.57225418,-95.68541718,1595,RIVERPARK,8/13/15 0:00,1595,8603,APPDS,CSBAS,10,8/25/15 12:19,"Agents, please note...make-ready will be done after tenant move-out. Cute 3/2/2 in Riverpark, convenient to 59, shopping, medical facilities, churches. Split bedroom plan, woodburning fireplace with gas connections, island Kitchen, 2-car garage with openers, patio and good-sized, fenced backyard. Sprinklers.",NULL,"Really nice 3/2/2 in Riverpark, so convenient to 59, shopping, churches, medical facilities. Split bedroom plan, island Kitchen, woodburning fireplace with gas connections, 2-car garage with openers, sprinklers, patio, and good-sized, fenced backyard. Master bath has large walk-in closet, double sinks and separate garden tub and enclosed shower. Second bath has double sinks, as well. This home sides to a huge greenbelt...no closed-in feelings here!",NULL,1YEAR,FREES,1989,APDIS,1,NULL,Gable Meadows Drive,5535,5535,RIVERPARK ,2001,8806,77479
50,Y,30,2,0,3,Richmond,9/19/15 0:00,N,0,"ELDRY,WASHR",CNELE,N,NULL,183,FORTBEND,5,5,17,Y,1600,2,8/28/15 14:54,29.55761528,-95.69664764,1650,CANYON GATE AT THE BRAZOS,8/28/15 0:00,1600,7766,APPDS,CSBAS,26,8/28/15 17:13,GATED COMMUNITY.  KEY PAD AT BRAZOS TRACES ENTRANCE.  USE KEY PAD TO CALL GUARD FOR ACCESS.WILL BE RUNNING SELECTED APPLICANTs THROUGH mysmartmovein.com.,NULL,"MULTI APPS RECEIVED - NO MORE SHOWINGS UNTIL FURTHER NOTICE. FANTASTIC CANYON GATE HOME,INCREDIBLY CONVENIENT ACCESS TO 59  & GRAND PARKWAY THAT WILL NOT LAST! (GATED COMMUNITY!) WIDE OPEN FLOOR PLAN, HIGH CEILINGS,GREAT KITCHEN,LARGE BACKYARD,HARDWOODS THROUGHOUT LIVING AREA AND MASTER,ENORMOUS MASTER CLOSET,CEILING FANS IN ALL BEDROOMS,WELCOMING BRIGHT DINING ROOM AND BREAKFAST NOOK,WASHER,DRYER,REFRIG INCLUDED. HURRY BEFORE IT IS GONE!",NULL,1YEAR,NULL,1918,SELLR,1,NULL,Brazos Traces Dr,1614,1614,Canyon Gate At The Brazos Se,2004,6282,77469
75,Y,30,1,0,2,Rosenberg,9/19/15 0:00,NULL,NULL,NULL,CNELE,N,NULL,183,FORTBEND,5,5,NULL,N,NULL,0,9/11/15 15:44,29.54229927,-95.8115921,900,WARD LEAMAN,9/14/15 0:00,900,19612,APPDS,CSBAS,4,9/16/15 13:40,NULL,NULL,NULL,NULL,1YEAR,NULL,1716,APDIS,NULL,NULL,Leaman Ave,1519,1519,Ward-Leaman,1950,5034,77471
50,Y,30,3,0,4,Fulshear,9/18/15 0:00,N,NULL,NULL,CNELE,N,GRANITE,183,FORTBEND,37,37,8,Y,2600,2,8/24/15 10:39,NULL,NULL,2500,FULSHEAR,8/4/15 0:00,2500,7683,APPDS,CSBAS,25,8/4/15 17:18,NULL,NULL,"WELL UPDATED BEAUTIFUL ONE STORY BEAZER HOME(2015) 3 BDRM W/STUDY OR COULD BE 4 BDRM & 3 FULL BATH! HARDWOOD FLOOR ALL OVER THE AREA EXCEPT OF 2 BEDROOM(CARPET) AND BATHROOMS(TILES)_KITCHEN AND STUDY ROOM, GRANITE COUNTER TOPS SEPARATED FORMAL DINING AND BREAKFAST AREA OPEN_ SPLIT FLOOR PLAN AND HIGH CEILING,COVERED BACK PATIO AND NO NEIGHBORS IN THE BACKSAMSUNG STAINLESS SIDE BY SIDE DOOR REFRIGERATOR INCLUDED IN RENT.",9/17/15 0:00,1YEAR,FREES,2788,BUILD,1,NULL,Brannon Bran Ct,4118,4118,Churchill Farms Sec 10,2015,1541,77441
40,Y,30,2,1,4,Rosenberg,9/18/15 0:00,NULL,NULL,NULL,CNELE,Y,NULL,183,FORTBEND,65,65,14,Y,2200,2,7/1/15 8:28,29.52735519,-95.72808838,2050,BONBROOK PLANTATION,7/1/15 0:00,2050,9307,APPDS,CSBAS,31,7/1/15 8:28,"TENANT VACATE END OF JUNE ALL APPLICATIONS SHOULD INCLUDE A COPY OF TDL, AN APPLICATION THOROUGHLY COMPLETE AND PROOF OF INCOME, YTD PAYSTUBS, COPY OF TDL",TNANT,"BEAUTIFUL DAVID WEEKLEY ON 65' CORNER LOT! COLORFUL LANDSCAPING! THE  HUGE FAMILY ROOM OPENS TO GOURMET KITCHEN WITH BREAKFAST/SERVING BAR, HAS TWO STORY CEILINGS AND ABUNDANT NATURAL LIGHT. KITCHEN HAS GAS RANGE, 42'' CABINETS, TILE AND BREAKFAST AREA. BOTH FORMALS HAVE CROWN MOLDING AND OPEN TO EXTENDED ENTRY. DOWNSTAIRS MASTER SUITE HAS HUGE WALK IN CLOSET, DOUBLE SINKS, OVERSIZED GARDEN TUB AND SEPARATE SHOWER. UPSTAIRS GAMEROOM. LOTS OF STORAGE SPACE. NOTE ROOM SIZES!  EXCEPTIONALLY NICE!",NULL,1YEAR,FREES,3152,APDIS,NULL,NULL,High Ridge Ln,8807,8807,Bonbrook Plantation South Se,2006,4976,77469
45,Y,30,1,0,2,Richmond,9/18/15 0:00,N,NULL,"ELDRY,WASHR",CNELE,N,granite,183,FORTBEND,8,8,14,Y,1150,1,8/27/15 15:01,29.49570084,-95.7646637,1150,SUNRISE MEADOW,8/27/15 0:00,1150,6250,APPDS,CSBAS,10,8/27/15 16:08,Good credit and income please. $45 per adult over 18 application fee in form of cashier's check or money order payable to and delivered to RE/MAX Grand.,OWNER,"Cozy one-story with open floor plan! Large den, gourmet kitchen, BIG backyard. Kitchen and bath have granite, and kitchen has recent stainless appliances. Located on a nice street with no back neighbors. Fresh paint and carpet...come see it today before its gone!",9/8/15 0:00,1YEAR,FREES,880,APDIS,NULL,NULL,Sunflower Creek Ln,4507,4507,Sunrise Meadow,2008,5574,77469
50,Y,30,2,1,4,Rosenberg,9/17/15 0:00,N,NULL,"ELDRY,GASDR,WASHR",CNELE,Y,formica,183,FORTBEND,28,36,4,Y,1800,2,8/17/15 8:09,29.52926636,-95.73307037,1800,RIVER RUN AT THE BRAZOS,8/16/15 0:00,1800,6180,APPDS,CSBAS,0,NULL,Fantastic Two Story home! Interior Paint August 2015! 4 Bedroom with Master Bedroom downstairs! Nice Study with Doors! Oversize Family Room! Double Door Pantry! Fridge comes with home! Over size Game-room! Covered Patio! Sprinkler System!,OWNER,Looking for a nice 4 Bedroom 2 story with Game-room! Here it is!! Study with Doors! Kitchen over looking family Room! Master Bedroom downstairs! Nice size Gameroom upstairs! Fresh Paint August 2015! Sprinkler System! See me now!!,NULL,LONGT,FREES,2271,APDIS,2,NULL,Butterfly Ln,811,811,River Run ,2006,4869,77469
40,Y,30,2,0,3,Richmond,9/17/15 0:00,NULL,NULL,NULL,CNELE,N,Laminate,183,FORTBEND,36,36,1,NULL,1400,2,8/11/15 17:36,29.4976635,-95.76664734,1300,SUNRISE MEADOW,8/11/15 0:00,1375,7980,APPDS,NOALL,24,8/11/15 21:02,Please give at least 1 hour notice for showing. Application fee $40/adult. Please email application along with last two check stubs for each adult.,NULL,"8/20 HOME IS NOW VACANT AND AVAILABLE FOR IMMEDIATE MOVE-IN!! This adorable, updated home in Sunrise Meadow won't last long! This home features established landscaping, high ceilings and laminate flooring throughout the living areas and bedrooms. The home also features a HUGE backyard with covered patio, perfect for bbq's, along with a large tool shed. Refrigerator, stove, washer and dryer stay in the home!BONUS!-Landlord says 2 wks free rent til Oct 1! Call today!",NULL,LONGT,FREES,1352,APDIS,1,NULL,Orange Tree Ln,7110,7110,Sunrise Meadow Sec 3,2008,5564,77469
40,Y,30,2,0,3,Rosenberg,9/15/15 0:00,NULL,NULL,GASDR,CNELE,N,NULL,183,FORTBEND,28,129,NULL,Y,2090,2,8/18/15 9:56,29.57064247,-95.77101898,995,PECAN PARK,8/18/15 0:00,995,NULL,NULL,CSBAS,17,8/20/15 10:12,"** Fresh paint throughout, great 3 bedroom home with new appliances. Nice neighborhood. *** Landlord requires $1,990 security deposit & $995 1st month upon approval. Please provide ALL of the following: W2 2014 & 2013, Pay Stubs for last 2 months, copies of DL & SS Card & Application and application fee $40 per adult.($80 for couple)***",NULL,"*** Landlord requires $1990 security deposit & $995 1st month upon approval. Please provide ALL of the following: W2 2014 & 2013, Pay Stubs for last 2 months, copies of DL & SS Card & Application and application fee $40 per adult.($80 for couple)*** Fresh Paint, Granite countertops. New tile. New appliances coming in.",NULL,1YEAR,OTHER,1202,NULL,NULL,NULL,BRIDLE PATH,1400,1400,Pecan Park,1996,NULL,77471
40,Y,30,2,0,4,Richmond,9/15/15 0:00,NULL,NULL,"GASDR,WASHR",CNELE,N,GRANITE,183,FORTBEND,20,20,4,Y, ONE MONTH RENT,2,8/22/15 10:36,29.56188011,-95.70879364,2000,RIVERPARK WEST,8/22/15 0:00,2000,7533,APPDS,CSBAS,12,8/23/15 19:37,"READY FOR MOVE IN. APPOINTMENT REQUIRED THROUGH CSS.  OUR OFFICE WILL RUN BACKGROUND/CREDIT CHECKS.  OUR OFFICE WILL PREPARE LEASE. PETS CASE BY CASE.  BASIC TENANT SCREENING: NO CRIMINAL HISTORY; NO LANDLORD/EVICTION ISSUES; VERFIFIABLE EMPLOYMENT/EMPLOYER; VERFIABLE RENTAL HISTORY/LANDLORD; TRANSUNION CREDIT SCORE 600+.  APPLICATION, FEE, COPY OF DL, COPY OFF SSN, PROOF OF INCOME FOR ALL ADULTS PLANNING ON LIVING OR STAYING ON PROPERTY.",TNANT,4BR 2BATH 2 CAR GARAGE. YOU ARE GOING TO LIKE THIS SINGLE STORY FLOORPLAN.  WASHER/DRYER/REFRIGERATOR INCLUDED. CEILING FANS. GARAGE DOOR OPENERS.  OPEN TILED FAMILY ROOM WITH HUGE KITCHEN ISLAND FOR THE FAMILY. GAS OVEN/RANGE.  LARGE PANTRY. MASTER BATH WHIRLPOOL TUB WITH SEPARATE SHOWER AND DUAL VANITIES. CARPETED BEDROOMS WITH WINDOW COVERINGS IN PLACE.  DOGGIE DOOR TO FENCED BACK YARD. SPRINKLER SYSTEM AND A DRIP LINE SYSTEM FOR HOME GARDENING.  READY FOR MOVE IN.,NULL,1YEAR,FREES,2308,APDIS,1,NULL,Mariposa Edge Ln,2006,2006,Riverpark West Sec 9 Rep,2013,6384,77469
50,Y,30,2,0,4,Richmond,9/13/15 0:00,N,NULL,"ELDRY,WASHR",CNELE,N,NULL,183,FORTBEND,10,10,NULL,Y,1750,2,9/3/15 21:29,29.56672287,-95.71321869,1750,RIVERPARK WEST,9/3/15 0:00,1750,7235,APPDS,CSBAS,10,9/15/15 15:23,NULL,OWNER,"Cozy, spacious one story Perry home has 4 bedrooms. Split plan. Kitchen opens to family room. Wood floor in formal dining and family room. Covered patio. Sprinkler system. New paint. Ceiling fans in all bedrooms. One pet under 20lb.No smoker.",NULL,1YEAR,FREES,2250,APDIS,1,NULL,Barton River Ct,2323,2323,Riverpark West Sec 5,2004,6367,77469
60,Y,30,2,0,4,SUGAR LAND,9/12/15 0:00,N,NULL,"ELDRY,WASHR",CNELE,Y,NULL,183,FORTBEND,24,24,4,Y,1850,2,7/2/15 12:26,29.54546547,-95.69651794,1850,GREATWOOD KNOLL,7/2/15 0:00,1850,NULL,NULL,CSBAS,18,7/2/15 12:26,Call or text to schedule. Please submit 2 recent paystubs and DL with the application.,NULL,Beautiful four bedroom home ready for you in sought after Greatwood!Formal living & dinning offer a warm welcome. Island kitchen with skylight. Cozy family has conrer fireplace and access to back patio. Spacious master suite and other 3 secondary bedrms arranged in a nice split plan. Laminate wood floor and tiles through out. All bedrooms have ceiling fans. Walking/bike trails and recreation centers nearby. Zoned to excellent schools and easy access to major HW.,NULL,1YEAR,FREES,2175,APDIS,NULL,NULL,KNOLL FOREST DR,214,214,GREATWOOD,1993,NULL,77479
35,Y,30,1,0,3,Rosenberg,9/12/15 0:00,N,NULL,"ELDRY,WASHR",CNELE,N,granite,183,FORTBEND,3,3,2,Y,1150,1,9/7/15 22:26,29.55288315,-95.79151917,1150,TOBOLA,9/7/15 0:00,1150,9000,APPDS,CSBAS,21,9/7/15 22:26,"Please, good tenants. The backdoor glass is being ordered.",NULL,"Very clean & updated. This home has a big Oak in the front to shade the yard. The covered front porch is great. Enter into the family room with vinyl wood look floors (easy to maintain.)The house was just painted. The kitchen offers granite, lots of real wood cabinets and an eat-in kitchen.  Fully fenced backyard. There is also an oversized garage with room for a workshop or just extra storage. Behind the garage is a covered area. Double paned windows! Listing agent is related to the on landlord",NULL,LONGT,FREES,1064,APDIS,1,NULL,Millie St,1505,1505,Tobola Sub,1953,4610,77471
75,Y,30,2,0,3,Richmond,9/11/15 0:00,N,NULL,"ELDRY,GASDR",CNELE,Y,NULL,183,FORTBEND,44,44,9,Y,1600,2,7/21/15 11:23,29.54016113,-95.70017242,1575,TARA COLONY,7/20/15 0:00,1575,6600,APPDS,CSBAS,32,7/21/15 14:07,OWNER AGENT - Easy to show.  Combo on front door.  No large dogs.,NULL,Cute 3 bedroom home with high ceilings and lots of natural light. Freshly painted. Spacious kitchen with granite tile counters.  Owner will install new refrigerator if tenant does not have one. Large master suite with pristine bathroom. Separate tub and shower and huge closet.  Large patio.  Zoned to exemplary elementary school. Easy access to SW Freeway and Grand Parkway.  Owner/Agent.,NULL,1YEAR,FREES,1663,APDIS,1,NULL,Grant Dr,6607,6607,Tara Colony Sec 2,2001,6072,77469
90,Y,30,3,0,4,Rosenberg,9/11/15 0:00,NULL,NULL,"ELDRY,WASHR",CNELE,N,Laminate,183,FORTBEND,55,55,1,NULL,one month,2,7/14/15 16:42,NULL,NULL,1525,COTTONWOOD,7/17/15 0:00,1550,NULL,OTHER,NOALL,9,7/22/15 13:52,"Only good credit. No Pets. No smokers. Standard application. 2 months pay stubs, copy driver's license. Send application. If approved then $45 per adult for credit check. Prefer two year lease.",TNANT,"Live in a new home. Be the first to live in this new home. One bedroom (or study) downstairs, three bedrooms upstairs. Good access to freeway US 59.",NULL,LONGT,FREES,2105,BUILD,1,NULL,Salado Slough,843,843,Cottonwood,2015,NULL,77471
55,Y,30,4,0,4,Rosenberg,9/11/15 0:00,N,NULL,"ELDRY,GASDR,WASHR",CNELE,N,Corian,183,FORTBEND,39,39,3,NULL,2300,3,7/31/15 13:35,29.53200912,-95.73313141,2150,RIVER RUN AT THE BRAZOS,7/31/15 0:00,2150,7937,APPDS,NOALL,31,8/1/15 15:09,$55 app fee per adult. Apply online at https://silbermanrealty.appfolio.com/listings/525eb79c-db5f-4a99-9b17-a6f0b3e3f32c/apply?source=website .Online Application Link: Address will show up as 2400 Augusta. (They are in the right place) Email listing agent with names of tenants applying and to which property.,NULL,"Former Pulte Model Home. Located on a beautiful waterfront lot. Formal Living and Dining. Open Island Kitchen with Stainless/Black Appliances. Huge walk in Pantry! Ground Floor Study w/French Doors can double as 5th bedroom with walk in closet. Family room features gaslog fireplace. Huge Gameroom up. 4 Bedrooms up including Master with Spacious walk in closet. 4th bedroom has own private bath. Utility room up. 3 Car Garage. Covered back patio facing the water, perfect for entertaining!",NULL,1YEAR,FREES,4141,APDIS,2,NULL,Honeysuckle Vine Dr,518,518,River Run At The Brazos Sec,2006,4799,77469
